No.,Full Hadith,Isnad,Matan,Author's Comments,Degree,Authenticity,Topic,
500_3,,, نعم الدواء الأرز,,,non-authentic,كتاب الأطعمة والأشربة,
501,30 _ حديث : الجبن داء والجوز داء فإذا اجتمعا كانا شفاء . رواه الحاكم عن ابن عباس مرفوعاً وقال : هذا حديث منكر . انتهى . وله طرق كثيرة لا تقوم الحجة بشيء منها  ( 303 ) .,,الجبن داء والجوز داء فإذا اجتمعا كانا شفاء, رواه الحاكم عن ابن عباس مرفوعاً وقال : هذا حديث منكر . انتهى . وله طرق كثيرة لا تقوم الحجة بشيء منها  ( 303 ) .,منكر,non-authentic,كتاب الأطعمة والأشربة,
502,31 _ حديث : لو يعلم الناس ما لهم في الحلبة لاشتروها بوزنها ذهبا . رواه ابن عدي عن معاذ مرفوعا .وأخرج نحوه : ابن السني عنه ورواه ابن عدي أيضا عن عائشة مرفوعا . وفي إسنانيده : من يضع ومن هو متروك ومن لا تقوم به حجة ( 304 ) .,, لو يعلم الناس ما لهم في الحلبة لاشتروها بوزنها ذهبا , رواه ابن عدي عن معاذ مرفوعا .وأخرج نحوه : ابن السني عنه ورواه ابن عدي أيضا عن عائشة مرفوعا . وفي إسنانيده : من يضع ومن هو متروك ومن لا تقوم به حجة ( 304 ) .,,non-authentic,كتاب الأطعمة والأشربة,
503,32 _ حديث : أحضروا موائدكم البقل فإنه يطرد الشياطين مع التسمية . رواه ابن حبان عن أبي أمامة مرفوعاً وفي إسناده : العلاء بن سلمة وضاع ( 305 ) .,, أحضروا موائدكم البقل فإنه يطرد الشياطين مع التسمية, رواه ابن حبان عن أبي أمامة مرفوعاً وفي إسناده : العلاء بن سلمة وضاع ( 305 ) .,,non-authentic,كتاب الأطعمة والأشربة,
504,33 _ حديث : فضل البنفسج على الأزهار كفضل الإسلام على سائر الأديان وما من ورقة من الهندبا إلا عليها قطرة من ماء الجنة . وفي إسناده : عمر بن حفص المازني حرق أحمد بن حنبل حديثه ( 306 ) وفيه أيضاً غيره من الضعفاء .ورواه الطبراني من حديث علي رضي الله عنه بإسناد فيه مجهول ( 307 ) . واقتصر ابن عدي على ذكر الهندبا بأسناد فيه متروك ( 308 ) .,, فضل البنفسج على الأزهار كفضل الإسلام على سائر الأديان وما من ورقة من الهندبا إلا عليها قطرة من ماء الجنة , وفي إسناده : عمر بن حفص المازني حرق أحمد بن حنبل حديثه ( 306 ) وفيه أيضاً غيره من الضعفاء .ورواه الطبراني من حديث علي رضي الله عنه بإسناد فيه مجهول ( 307 ) . واقتصر ابن عدي على ذكر الهندبا بأسناد فيه متروك ( 308 ) .,,non-authentic,كتاب الأطعمة والأشربة,
505,34 _ حديث : أنه قال في بقلة الجرجير : كلوها بالنهار وكفوا عنها ليلا . رواه ابن عدي من حديث عطية بن بشر مرفوعا وهو موضوع ورجال إسناده أكثرهم مجهولون ( 309 ) .,, أنه قال في بقلة الجرجير : كلوها بالنهار وكفوا عنها ليلا, رواه ابن عدي من حديث عطية بن بشر مرفوعا وهو موضوع ورجال إسناده أكثرهم مجهولون ( 309 ) .,,non-authentic,كتاب الأطعمة والأشربة,
506_1,35 _ حديث : فضل الكراث على البقول كفضل الخبز على سائر الأشياء .هو حديث طويل وفيه : ذكر الجوز والهندبا والكمأة والجرجير بنحو ما تقدم وذكر اللحم وقال فيه :ليس منه مضغة تقع في المعدة إلا أنبتت في مكانها داء وأخرجت مثلها من الشفاء وهو حديث موضوع .,, فضل الكراث على البقول كفضل الخبز على سائر الأشياء,.هو حديث طويل,,non-authentic,كتاب الأطعمة والأشربة,
506_2,,, وفيه : ذكر الجوز والهندبا والكمأة والجرجير بنحو ما تقدم وذكر اللحم وقال فيه :ليس منه مضغة تقع في المعدة إلا أنبتت في مكانها داء وأخرجت مثلها من الشفاء, وهو حديث موضوع .,,non-authentic,كتاب الأطعمة والأشربة,
507_1,36 _ حديث : أن النبي أكل باذنجانة في لقمة . وقال : إنما الباذنجان شفاء من كل داء . هو موضوع .,, أن النبي أكل باذنجانة في لقمة, وقال,,non-authentic,كتاب الأطعمة والأشربة,
507_2,,,: إنما الباذنجان شفاء من كل داء , هو موضوع .,,non-authentic,كتاب الأطعمة والأشربة,
508_1,37 _ حديث : سيد طعام أهل الجنة اللحم . رواه ابن حبان عن أبي الدرداء مرفوعا وفي إسناده : سليمان بن عطاء يروي الموضوعات عن شيخه مسلمة بن عبد الله الجهني . وقال ابن حجر : لم يتبين لي الحكم على هذا المتن بالوضع وأن مسلمة غير مجروح وسليمان بن عطاء ضعيف ( 310 ) .ورواه العقيلي من حديث ربيعة بن كعب مرفوعا : أفضل طعام الدنيا والآخرة : اللحم وقال : هذا حديث غير محفوظ . وقال ابن حبان عمرو بن بكر المذكور في إسناده : يروي عن الثقات الطامات . ورواه البيهقي في الشعب من حديث عبد الله بن بريدة عن أبيه ( 311 ) ورواه أيضاً من حديث أنس ( 312 ) . وأخرجه أبو نعيم من حديث علي رضي الله عنه ( 313 ) . وليس في شيء من هذه الطرق ما يوجب الحكم بالوضع .,, سيد طعام أهل الجنة اللحم , رواه ابن حبان عن أبي الدرداء مرفوعا وفي إسناده : سليمان بن عطاء يروي الموضوعات عن شيخه مسلمة بن عبد الله الجهني . وقال ابن حجر : لم يتبين لي الحكم على هذا المتن بالوضع وأن مسلمة غير مجروح وسليمان بن عطاء ضعيف ( 310 ) .,,non-authentic,كتاب الأطعمة والأشربة,
508_2,,ورواه العقيلي من حديث ربيعة بن كعب مرفوعا , أفضل طعام الدنيا والآخرة : اللحم , وقال : هذا حديث غير محفوظ . وقال ابن حبان عمرو بن بكر المذكور في إسناده : يروي عن الثقات الطامات . ورواه البيهقي في الشعب من حديث عبد الله بن بريدة عن أبيه ( 311 ) ورواه أيضاً من حديث أنس ( 312 ) . وأخرجه أبو نعيم من حديث علي رضي الله عنه ( 313 ) . وليس في شيء من هذه الطرق ما يوجب الحكم بالوضع .,,non-authentic,كتاب الأطعمة والأشربة,
509,38 _ حديث : لا تأكلوا اللحم .قال ابن طاهر : إسناده مظلم وفي كذابان ( 314 ) .,, لا تأكلوا اللحم,قال ابن طاهر : إسناده مظلم وفي كذابان ( 314 ) .,,non-authentic,كتاب الأطعمة والأشربة,
510,39 _ حديث : سيد إدامكم الملح ( 315 ) . في إسناده : ضعيف .,, سيد إدامكم الملح, في إسناده : ضعيف .,,non-authentic,كتاب الأطعمة والأشربة,
511_1,40_ حديث : لا تقطعوا اللحم بالسكين فإن ذلك من صنع الأعاجم . قال أحمد : ليس بصحيح . وقد كان النبي يحتز من لحم الشاة . في إسناده : أبو معشر وليس بشيء . قال في اللآلىء : أخرجه أبو داود حدثنا سعيد بن منصور حدثنا أبو معشر به وأخرجه البيهقي في الشعب وقال : تفرد به أبو معشر المدني . وليس بالقوي وليس في الحديث ما يسوغ الحكم بالوضع .,, لا تقطعوا اللحم بالسكين فإن ذلك من صنع الأعاجم, قال أحمد : ليس بصحيح .,,non-authentic,كتاب الأطعمة والأشربة,
511_2,,, وقد كان النبي يحتز من لحم الشاة, في إسناده : أبو معشر وليس بشيء . قال في اللآلىء : أخرجه أبو داود حدثنا سعيد بن منصور حدثنا أبو معشر به وأخرجه البيهقي في الشعب وقال : تفرد به أبو معشر المدني . وليس بالقوي وليس في الحديث ما يسوغ الحكم بالوضع .,,non-authentic,كتاب الأطعمة والأشربة,
512,41 _ حديث إنه نهى عن ذبائح الجن .رواه ابن حبان عن أبي هريرة مرفوعا وفي إسناده : عبد الله بن أذينة عن ثور بن يزيد . قال ابن حبان : عبد الله يروي عن ثور ما ليس من حديثه . وقد رواه البيهقي في سننه عن الزهري يرفعه وهو مرسل ( 316 ) .,, إنه نهى عن ذبائح الجن,رواه ابن حبان عن أبي هريرة مرفوعا وفي إسناده : عبد الله بن أذينة عن ثور بن يزيد . قال ابن حبان : عبد الله يروي عن ثور ما ليس من حديثه . وقد رواه البيهقي في سننه عن الزهري يرفعه وهو مرسل ( 316 ) .,,non-authentic,كتاب الأطعمة والأشربة,
513,42 _ حديث : إن للقلب فرحة عند أكل اللحم وما دام الفرح بأحد إلا أشر وبطر . رواه ابن عدي عن أبي هريرة مرفوعا وفي إسناده : عبد الله بن محمد ابن المغيرة يحدث بما لا أصل له .وقد رواه ابن حبان في الضعفاء وابن السني وأبو نعيم في الطب والبيهقي في الشعب من طريقه ورواه البيهقي من غير طريقه عن سليمان ( 317 ) مرفوعاً وله طرق أخرى ( 318 ) فيها مجروحون .,, إن للقلب فرحة عند أكل اللحم وما دام الفرح بأحد إلا أشر وبطر , رواه ابن عدي عن أبي هريرة مرفوعا وفي إسناده : عبد الله بن محمد ابن المغيرة يحدث بما لا أصل له .وقد رواه ابن حبان في الضعفاء وابن السني وأبو نعيم في الطب والبيهقي في الشعب من طريقه ورواه البيهقي من غير طريقه عن سليمان ( 317 ) مرفوعاً وله طرق أخرى ( 318 ) فيها مجروحون .,,non-authentic,كتاب الأطعمة والأشربة,
514_1,43 _ حديث : أمر رسول الله الأغنياء باتخاذ الغنم والفقراء باتخاذ الدجاج .رواه ابن عدي عن ابن عباس مرفوعاً وكذا العقيلي وقال : لا يصح وفي إسناده : علي بن عروة وضاع ( 319 ) . قال في اللآلىء : قلت له طريق أخرى . قال ابن ماجة : حدثنا محمد بن إسماعيل حدثنا عثمان بن عبد الرحمن الحراني حدثنا علي بن عروة عن المقبري عن أبي هريرة فذكره وزاد : عند اتخاذ الأغنياء الدجاج يهلك الفقراء وليس هذا باستدراك فإن ابن ماجة  ساقه من طريق ذلك الوضاع علي بن عروة . ,, أمر رسول الله الأغنياء باتخاذ الغنم والفقراء باتخاذ الدجاج,رواه ابن عدي عن ابن عباس مرفوعاً وكذا العقيلي وقال : لا يصح وفي إسناده : علي بن عروة وضاع ( 319 ) . قال في اللآلىء : قلت له طريق أخرى .,,non-authentic,كتاب الأطعمة والأشربة,
514_2,, قال ابن ماجة : حدثنا محمد بن إسماعيل حدثنا عثمان بن عبد الرحمن الحراني حدثنا علي بن عروة عن المقبري عن أبي هريرة, فذكره وزاد : عند اتخاذ الأغنياء الدجاج يهلك الفقراء, وليس هذا باستدراك فإن ابن ماجة  ساقه من طريق ذلك الوضاع علي بن عروة . ,,non-authentic,كتاب الأطعمة والأشربة,
515,44 _ حديث : أكرموا البقر فإنها سيد البهائم ( 320 ) ما رفعت طرفها إلى السماء منذ عبد العجل .رواه ابن عدي عن أنس مرفوعاً وهو موضوع . والمتهم به : عبد الله بن وهب النسوي وضاع .,, أكرموا البقر فإنها سيد البهائم ( 320 ) ما رفعت طرفها إلى السماء منذ عبد العجل,رواه ابن عدي عن أنس مرفوعاً وهو موضوع . والمتهم به : عبد الله بن وهب النسوي وضاع .,,non-authentic,كتاب الأطعمة والأشربة,
516,45 _ حديث : من كان في بيته شاة كان في بيته بركة _  إلخ . قال في الذيل : فيه مجهولان ومتروك . ,, من كان في بيته شاة كان في بيته بركة, قال في الذيل : فيه مجهولان ومتروك . ,,non-authentic,كتاب الأطعمة والأشربة,
517_1,46 _ حديث : لا تسبوا الديك فإنه صديقي وأنا صديقه وعدوه عدوي والذي بعثني بالحق : لو يعلم بنو آدم ما في صوته لاشتروا ريشه ولحمه بالذهب والفضة وإنه ليطرد مدى صوته من الجن .رواه ابن حبان وهو موضوع وفي إسناده : رشدين وعبد الله بن صالح وهما ضعيفان جداً ( 321 ) . وروى من حديث أنس مرفوعا بلفظ : من اتخذ ديكا أبيض في داره لم يقر به شيطان ولا السحرة . وفي إسناده : يحيى بن عنبسة وهو كذاب . ورواه أبو بكر الرقي بلفظ : الديك الأبيض صديقي _  إلخ . وفي إسناده : وضاع . ورواه العقيلي بلفظ : الديك الأبيض الأفرق حبيبي وهو أيضاً موضوع . قال ابن حجر : لم يتبين لي الحكم بالوضع قلت : وقد روى من طرق بألفاظ مختلفة وأكثرها لفظ : الديك الكبير الأبيض . فيكون الحديث ضعيفا لا موضوعا ( 322 ) . : الديك الأبيض الأفرق حبيبي وهو أيضاً موضوع . قال ابن حجر : لم يتبين لي الحكم بالوضع قلت : وقد روى من طرق بألفاظ مختلفة وأكثرها لفظ : الديك الكبير الأبيض . فيكون الحديث ضعيفا لا موضوعا ( 322 ) .,, لا تسبوا الديك فإنه صديقي وأنا صديقه وعدوه عدوي والذي بعثني بالحق : لو يعلم بنو آدم ما في صوته لاشتروا ريشه ولحمه بالذهب والفضة وإنه ليطرد مدى صوته من الجن ,.رواه ابن حبان وهو موضوع وفي إسناده : رشدين وعبد الله بن صالح وهما ضعيفان جداً ( 321 ) .,موضوع,non-authentic,كتاب الأطعمة والأشربة,
517_2,, وروى من حديث أنس مرفوعا بلفظ, من اتخذ ديكا أبيض في داره لم يقر به شيطان ولا السحرة, وفي إسناده : يحيى بن عنبسة وهو كذاب . ورواه أبو بكر الرقي بلفظ,,non-authentic,كتاب الأطعمة والأشربة,
517_3,,, الديك الأبيض صديقي, وفي إسناده : وضاع . ورواه العقيلي بلفظ,,non-authentic,كتاب الأطعمة والأشربة,
517_4,,,: الديك الأبيض الأفرق حبيبي, وهو أيضاً موضوع . قال ابن حجر : لم يتبين لي الحكم بالوضع قلت : وقد روى من طرق بألفاظ مختلفة وأكثرها لفظ : الديك الكبير الأبيض . فيكون الحديث ضعيفا لا موضوعا ( 322 ) .,,non-authentic,كتاب الأطعمة والأشربة,
518_1,47 _ حديث : كان رسول الله يعجبه النظر إلى الحمام الأحمر . وفي لفظ للحاكم من حديث عائشة  :كان رسول الله يحب النظر إلى الخضرة وإلى الأترج وإلى الحمام الأحمر ( 324 ) . وفي إسناد الأول والآخر : من يروي الموضوعات . وفي لفظ : اتخذوا الحمام في بيوتكم فإنها تلهي الجن عن صبيانكم وهو موضوع آفته : محمد بن زياد [ الميموني ] . وروى ابن عدي عن علي رضي الله عنه : أنه شكا إلى رسول الله الوحشة فقال : لو اتخذت زوجاً من الحمام فآنسك وأصبت من أفراخه . وفي إسناده : كذابان ( 325 ) . وروى الخطيب نحوه عن ابن عباس مرفوعا . من طريق محمد بن زياد المذكور .ورواه الطبراني عند عبادة بن الصامت مرفوعا وفي إسناده : الصلت ابن الحجاج وهو منكر الحديث وقد ذكره ابن حبان في الثقات وله طرق أخرى ( 326 ) .,, كان رسول الله يعجبه النظر إلى الحمام الأحمر, رواه ابن حبان عن علي مرفوعا ( 323 ) . وفي لفظ للحاكم من حديث عائشة,,non-authentic,كتاب الأطعمة والأشربة,
518_2,,,:كان رسول الله يحب النظر إلى الخضرة وإلى الأترج وإلى الحمام الأحمر, وفي إسناد الأول والآخر : من يروي الموضوعات . وفي لفظ,,non-authentic,كتاب الأطعمة والأشربة,
518_3,,,: اتخذوا الحمام في بيوتكم فإنها تلهي الجن عن صبيانكم, وهو موضوع آفته : محمد بن زياد [ الميموني ] .,موضوع,non-authentic,كتاب الأطعمة والأشربة,
518_4,, وروى ابن عدي عن علي رضي الله عنه, أنه شكا إلى رسول الله الوحشة فقال : لو اتخذت زوجاً من الحمام فآنسك وأصبت من أفراخه, وفي إسناده : كذابان ( 325 ) . وروى الخطيب نحوه عن ابن عباس مرفوعا . من طريق محمد بن زياد المذكور .ورواه الطبراني عند عبادة بن الصامت مرفوعا وفي إسناده : الصلت ابن الحجاج وهو منكر الحديث وقد ذكره ابن حبان في الثقات وله طرق أخرى ( 326 ) .,,non-authentic,كتاب الأطعمة والأشربة,
519,48 _ حديث : لا سبق إلا في خف أو حافر أو نصل أو جناح رواه الخطيب . وقد صرح الحفاظ أن زيادة _  أو جناح _  وضعها غياث بن إبراهيم في قصة وقعت له مع المهدي العباسي وهي مشهورة .,, لا سبق إلا في خف أو حافر أو نصل أو جناح , رواه الخطيب . وقد صرح الحفاظ أن زيادة _  أو جناح _  وضعها غياث بن إبراهيم في قصة وقعت له مع المهدي العباسي وهي مشهورة,,non-authentic,كتاب الأطعمة والأشربة,
520,49 _ حديث : أنه كان يطير الحمام . رواه الخطيب وهو من وضع أبي البختري وهب بن وهب في قصة وقعت له مع الرشيد .,, أنه كان يطير الحمام, رواه الخطيب وهو من وضع أبي البختري وهب بن وهب في قصة وقعت له مع الرشيد .,,non-authentic,كتاب الأطعمة والأشربة,
521,50 _ حديث : أنه كان يدعو على الجراد : اللهم اقتل كباره وأهلك صغاره وأفسد بيضه واقطع دابره خذ بأفواهه عن معايشنا وأرزاقنا إنك سميع الدعاء فقال رجل يا رسول الله : تدعو على جند من أجناد الله بقطع دابره ؟ فقال رسول الله إنما الجراد نثره حوت في البحر . رواه الخطيب عن جابر وأنس مرفوعا . وفي إسناده : موسى بن محمد بن إبراهيم التيمي وهو متروك . قال في اللآلىء : أخرجه ابن ماجة  به .,, أنه كان يدعو على الجراد : اللهم اقتل كباره وأهلك صغاره وأفسد بيضه واقطع دابره خذ بأفواهه عن معايشنا وأرزاقنا إنك سميع الدعاء فقال رجل يا رسول الله : تدعو على جند من أجناد الله بقطع دابره ؟ فقال رسول الله إنما الجراد نثره حوت في البحر, رواه الخطيب عن جابر وأنس مرفوعا . وفي إسناده : موسى بن محمد بن إبراهيم التيمي وهو متروك . قال في اللآلىء : أخرجه ابن ماجة  به .,,non-authentic,كتاب الأطعمة والأشربة,
522,51 _ حديث : لا بأس بأكل كل طير ما خلا البوم والرخم .,, لا بأس بأكل كل طير ما خلا البوم والرخم, رواه الجوزقاني عن ابن عمر مرفوعا وفي إسناده :عبد الله بن زياد بن سمعان كذاب .,,non-authentic,كتاب الأطعمة والأشربة,
523,52 _ حديث : أكل السمك يذهب الجسد ( 327 ) وروى : يذيب الجسد ( 328 ) . رواه الحاكم عن أبي أمامة مرفوعا وفي إسناده : مجروحون وفيهم من يروي الموضوعات [ عن الثقات ] .,,: أكل السمك يذهب الجسد ( 327 ) وروى : يذيب الجسد, رواه الحاكم عن أبي أمامة مرفوعا وفي إسناده : مجروحون وفيهم من يروي الموضوعات [ عن الثقات ] .,,non-authentic,كتاب الأطعمة والأشربة,
524_1,53 _ حديث : أنه جاء رجل إلى النبي فشكا قلة الولد فأمره أن يأكل البيض والبصل . رواه ابن حبان عن ابن عمر مرفوعا وقال : موضوع بلا شك ( 329 ) . قال في اللآلىء : أخرجه ابن السني في الطب عن علي رضي الله عنه مرفوعا . واقتصر على أكل البيض وفي إسناده : الفيض بن وثيق قال ابن معين : كذاب [ خبيث ] . وقال الذهبي : قد روى عنه أبو زرعة وأبو حاتم وهو مقارب الحال إن شاء الله تعالى ( 330 ) .ورواه ابن منده من حديث عبد الرحمن بن دلهم وقال : منكر ( 331 ) . ورواه البيهقي في شعب الإيمان عن ابن عمر مرفوعا : أن نبيا من الأنبياء شكا إلى الله عز وجل الضعف فأمره بأكل البيض وقال : تفرد به ابن أزهر عن أبي الربيع ( 332 ) .,, أنه جاء رجل إلى النبي فشكا قلة الولد فأمره أن يأكل البيض والبصل, رواه ابن حبان عن ابن عمر مرفوعا وقال : موضوع بلا شك ( 329 ) . قال في اللآلىء : أخرجه ابن السني في الطب عن علي رضي الله عنه مرفوعا . واقتصر على أكل البيض وفي إسناده : الفيض بن وثيق قال ابن معين : كذاب [ خبيث ] . وقال الذهبي : قد روى عنه أبو زرعة وأبو حاتم وهو مقارب الحال إن شاء الله تعالى ( 330 ) .ورواه ابن منده من حديث عبد الرحمن بن دلهم وقال : منكر ( 331 ) .,,non-authentic,كتاب الأطعمة والأشربة,
524_2,, ورواه البيهقي في شعب الإيمان عن ابن عمر مرفوعا ,: أن نبيا من الأنبياء شكا إلى الله عز وجل الضعف فأمره بأكل البيض , وقال : تفرد به ابن أزهر عن أبي الربيع,,non-authentic,كتاب الأطعمة والأشربة,
525,54 _ حديث : معاذ بن جبل قال : قلت يا رسول الله هل أتيت من الجنة بطعام ؟ قال : نعم أتيت بهريسة فأكلتها فزادت في قوتي قوة أربعين وفي نكاحي نكاح أربعين . رواه العقيلي وقال : هذا حديث وضعه محمد بن الحجاج اللخمي وكان صاحب هريس وقد رواه الخطيب وأبو نعيم في الطب والعقيلي من طريقه . ورواه ابن عدي من طريق أخرى عن ابن عباس مرفوعا وفي إسناده : نهشل وهو كذاب وسلام بن سليمان وهو متروك ولعل أحدهما سرقه من محمد بن الحجاج وله طرق لا تصح ( 333 ) ., معاذ بن جبل قال, قلت يا رسول الله هل أتيت من الجنة بطعام ؟ قال : نعم أتيت بهريسة فأكلتها فزادت في قوتي قوة أربعين وفي نكاحي نكاح أربعين, رواه العقيلي وقال : هذا حديث وضعه محمد بن الحجاج اللخمي وكان صاحب هريس وقد رواه الخطيب وأبو نعيم في الطب والعقيلي من طريقه . ورواه ابن عدي من طريق أخرى عن ابن عباس مرفوعا وفي إسناده : نهشل وهو كذاب وسلام بن سليمان وهو متروك ولعل أحدهما سرقه من محمد بن الحجاج وله طرق لا تصح ( 333 ) .,,non-authentic,كتاب الأطعمة والأشربة,
526_1,55 _ حديث : المؤمن حلو يحب الحلاوة . رواه الخطيب عن أبي موسى مرفوعا وقال : رجاله ثقات غير محمد بن العباس بن سهل وهو الذي وضعه . وقد رواه البيهقي في الشعب من غير طريقه عن أبي أمامة مرفوعا وقال : متن الحديث منكر وفي إسناده : من هو مجهول . وروى ابن حبان عن أبي هريرة مرفوعا : إذا وضعت الحلوى بين يدي أحدكم فليصب منها ولا يردها وقال : لا يصح فضالة بن حصين : يروي عن الثقات ما ليس من حديثهم وأخرجه البيهقي في الشعب وقال : تفرد به فضالة بن حصين العطار وكان متهما بهذا الحديث ورواه الطبراني في الأوسط من طريقه . وقال في اللسان : فضالة كان عطاراً يضع فاتهم بوضع هذا الحديث .,, المؤمن حلو يحب الحلاوة, رواه الخطيب عن أبي موسى مرفوعا وقال : رجاله ثقات غير محمد بن العباس بن سهل وهو الذي وضعه . وقد رواه البيهقي في الشعب من غير طريقه عن أبي أمامة مرفوعا وقال : متن الحديث منكر وفي إسناده : من هو مجهول .,,non-authentic,كتاب الأطعمة والأشربة,
526_2,, وروى ابن حبان عن أبي هريرة مرفوعا , إذا وضعت الحلوى بين يدي أحدكم فليصب منها ولا يردها , وقال : لا يصح فضالة بن حصين : يروي عن الثقات ما ليس من حديثهم وأخرجه البيهقي في الشعب وقال : تفرد به فضالة بن حصين العطار وكان متهما بهذا الحديث ورواه الطبراني في الأوسط من طريقه . وقال في اللسان : فضالة كان عطاراً يضع فاتهم بوضع هذا الحديث ., لا يصح,non-authentic,كتاب الأطعمة والأشربة,
527,56 _ حديث : أنه أتى بقدح فيه لبن وعسل . فقال أشربتان في شربة ؟ فرده ولم يشربه ولم يحرمه . رواه الدارقطني عن عائشة مرفوعا مطولا وقال : تفرد به نعيم بن مورع وليس بثقة . قال في اللآلىء : أخرجه الطبراني في الأوسط من هذه الطريق .وله شاهد ذكره الطبراني في الأوسط عن أنس بن مالك مرفوعاً ( 334 ) . وله طرق أخرى ( 335 ) .,, أنه أتى بقدح فيه لبن وعسل . فقال أشربتان في شربة ؟ فرده ولم يشربه ولم يحرمه, رواه الدارقطني عن عائشة مرفوعا مطولا وقال : تفرد به نعيم بن مورع وليس بثقة . قال في اللآلىء : أخرجه الطبراني في الأوسط من هذه الطريق .وله شاهد ذكره الطبراني في الأوسط عن أنس بن مالك مرفوعاً ( 334 ) . وله طرق أخرى ( 335 ) .,,non-authentic,كتاب الأطعمة والأشربة,
528,"57  _ حديث : من ابتاع مملوكا فليحمد الله ، وليكن أولى ما يطعمه الحلو ( 336 )  فإنه أطيب لنفسه .رواه ابن عدي عن عائشة موفوعا ، وقال : موضوع . الحكم بن عبد الله بن حطان كذاب . قال في اللآلىء . إنه ورد من طريق آخر ثم ذكر عن الخرائطي بإسناده إلى معاذ فذكره ( 337 ) .",," من ابتاع مملوكا فليحمد الله ، وليكن أولى ما يطعمه الحلو ( 336 )  فإنه أطيب لنفسه","رواه ابن عدي عن عائشة موفوعا ، وقال : موضوع . الحكم بن عبد الله بن حطان كذاب . قال في اللآلىء . إنه ورد من طريق آخر ثم ذكر عن الخرائطي بإسناده إلى معاذ فذكره ( 337 ) .",,non-authentic,كتاب الأطعمة والأشربة,
529,58 _ حديث : أول رحمة ترفع عن الأرض الطاعون وأول نعمة ترفع عن الأرض العسل . رواه ابن حبان وقال : لا أصل له . علي بن عروة : يضع .,,أول رحمة ترفع عن الأرض الطاعون وأول نعمة ترفع عن الأرض العسل, رواه ابن حبان وقال : لا أصل له . علي بن عروة : يضع ., لا أصل له,non-authentic,كتاب الأطعمة والأشربة,
530,59 _  حديث : عليك بالعسل فوالذي نفسي بيده ما من بيت فيه عسل إلا وتستغفر ملائكة البيت له فإن شربه رجل دخل جوفه ألف دواء وخرج منه ألف داء فإن مات وهو في جوفه لم تمس النار جلده . رواه الإسماعيلي في معجمه عن سلمان مرفوعا وقال : منكر جداً . وقال ابن الجوزي : موضوع جمهور رواته مجاهيل .,, عليك بالعسل فوالذي نفسي بيده ما من بيت فيه عسل إلا وتستغفر ملائكة البيت له فإن شربه رجل دخل جوفه ألف دواء وخرج منه ألف داء فإن مات وهو في جوفه لم تمس النار جلده, رواه الإسماعيلي في معجمه عن سلمان مرفوعا وقال : منكر جداً . وقال ابن الجوزي : موضوع جمهور رواته مجاهيل ., منكر جداً ,non-authentic,كتاب الأطعمة والأشربة,
531,60 _ حديث : أن جبريل أتى النبي فقال : إن أمتك تفتح لهم الأرض وتفاض عليهم الدنيا حتى إنهم ليأكلون الفالوذج فقال النبي وما الفالوذج ؟ فقال يخلطون السمن والعسل فشهق النبي شهقة . رواه ابن أبي الدنيا عن ابن عباس مرفوعا ولا أصل له ( 338 ) .,, أن جبريل أتى النبي فقال : إن أمتك تفتح لهم الأرض وتفاض عليهم الدنيا حتى إنهم ليأكلون الفالوذج فقال النبي وما الفالوذج ؟ فقال يخلطون السمن والعسل فشهق النبي شهقة , رواه ابن أبي الدنيا عن ابن عباس مرفوعا ولا أصل له ( 338 ) .,لا أصل له,non-authentic,كتاب الأطعمة والأشربة,
