No.,Full Hadith,Isnad,Matan,Author's Comments,Degree,Authenticity,Topic,
476,(أبو بكر الشافعي ) في فوائده حدثنا أبو جعفر أحمد بن محمد الضبعي الأحول حدثنا محمد بن موسى الحرش حدثنا حسان بن سياه حدثنا ثابت البناني عن أنس بن مالك قال قالت عائشة قال رسول اللّه صلى اللّه عليه وسلم يا عائشة إذا جاء الرطب فمسي قال ابن عدي لا يرويه عن ثابت غير حسان وقد حدثنا بما لم يتابع عليه. (قلت) أخرجه البزار عن محمد بن موسى به واللَّه أعلم.‏,أبو بكر الشافعي ) في فوائده حدثنا أبو جعفر أحمد بن محمد الضبعي الأحول حدثنا محمد بن موسى الحرش حدثنا حسان بن سياه حدثنا ثابت البناني عن أنس بن مالك قال قالت عائشة قال رسول اللّه صلى اللّه عليه وسلم, يا عائشة إذا جاء الرطب فمسي, قال ابن عدي لا يرويه عن ثابت غير حسان وقد حدثنا بما لم يتابع عليه. (قلت) أخرجه البزار عن محمد بن موسى به واللَّه أعلم.,موضوع,non-authentic,‏كتاب الأطعمة,
477,"(الأزدي) حدثنا أبو بكر أحمد بن محمد بن عبدالخالق حدثنا أبو جعفر عبداللّه بن محمد الزرقي حدثنا محمد بن عبداللّه بن ماهان حدثنا محمد بن سعيد حدثنا مجاشع بن عمرو عن إسحق بن عبداللّه الدمشقي عن هشام بن عروة عن أبيه عن عائشة قالت قال رسول اللّه صلى اللّه عليه وسلم لو علم وجدي بالرطب لعزوني يه إذا أذهب: موضوع، من أبي بكر إلى هشام بين ضعيف وكذاب. (قلت) في الميزان قال الأزدي كل هؤلاء إلى هشام لا يحتج بهم إلا شيخنا فإنه صدوق وقال في اللسان محمد بن سعيد هو الكزبراني متروك وكذا شيخه والعهدة فيه على أحدهما فإنه ظاهر البطلان انتهى واللّه أعلم.‏",الأزدي) حدثنا أبو بكر أحمد بن محمد بن عبدالخالق حدثنا أبو جعفر عبداللّه بن محمد الزرقي حدثنا محمد بن عبداللّه بن ماهان حدثنا محمد بن سعيد حدثنا مجاشع بن عمرو عن إسحق بن عبداللّه الدمشقي عن هشام بن عروة عن أبيه عن عائشة قالت قال رسول اللّه صلى اللّه عليه وسلم, لو علم وجدي بالرطب لعزوني يه إذا أذهب," موضوع، من أبي بكر إلى هشام بين ضعيف وكذاب. (قلت) في الميزان قال الأزدي كل هؤلاء إلى هشام لا يحتج بهم إلا شيخنا فإنه صدوق وقال في اللسان محمد بن سعيد هو الكزبراني متروك وكذا شيخه والعهدة فيه على أحدهما فإنه ظاهر البطلان انتهى واللّه أعلم.‏",منكر جداً,non-authentic,‏كتاب الأطعمة,
478_1,(الخطيب) أنبأنا أبو نصر أحمد بن إبراهيم المقدسي بساوة حدثنا أبو بكر محمد بن جعفر القفاعي حدثنا أحمد بن الحسن بن عبدالجبار الصوفي قال دخلت على أبي الربيع الزهراني وبين يديه جام فالوذج فلقمني لقمة وقال حدثني فليح قال حدثنا الزهري حدثنا أنس بن مالك قال قال رسول اللّه صلى اللّه عليه وسلم من لقم أخاه لقمة حلواء ولم يكن ذلك من مخافة شره ولا رجاء لخيره صرف اللّه عنه سبعين بلوى في القيامة. قال الخطيب هذا الحديث منكر جداً وإسناده صحيح وقد كنت أظن الحمل فيه على القفاعي حتى ذكر عبدالغفار ابن عبدالواحد الأموري أن محمد بن جعفر القفاعي مشهور عندهم ثقة قال ومات بعد سنة سبعين وثلاثمائة ولم يدرك الصوفي وإنما يروي عن عبدالرحمن بن أبي حاتم الرازي وأبي بكر بن الأنباري وطبقتهما ثم أخبرنا أبو علي الحسن بن محمد ابن إسماعيل البزار قال سمعت أبا الطيب حدثنا أبا القاسم بن السيوطي الحسين ابن محمد بن إسحق البزار قال سمعت أبا الطيب محمد بن الفرحان الدوري يقول سمعت أحمد بن عبدالجبار الصوفي يقول دخلت على أبي الربيع الزهري فناولني لقمة فالوذج ثم قال لي كل قال اكتب حدثني فليح بن سليمان عن الزهري عن سالم عن أبيه عن أنس قال قال رسول اللّه صلى اللّه عليه وسلم من لقم أخاه لقمة حلواء لا يرجو بها خيره ولا يتقي بها شره لا يريد بها إلا اللّه وفاه اللّه مرارة الموقف يوم القيامة قال فبانت لناعلة الحديث الأول إذ يحمل فيه محمد بن الفرحان فإنه ذاهب الحديث ونرى أن القفاعي عله رواه وسقط اسم محمد بن الفرحان من كتاب شيخنا المقدسي قال وأما الخلاف في الإسناد فغير ممتنع أن يكون من جهة ابن الفرخان وأنه كان يرويه على ما يتفق له ومن جهة ابن السيوط فإنه أيضاً ظاهر التخليط‏.,الخطيب) أنبأنا أبو نصر أحمد بن إبراهيم المقدسي بساوة حدثنا أبو بكر محمد بن جعفر القفاعي حدثنا أحمد بن الحسن بن عبدالجبار الصوفي قال دخلت على أبي الربيع الزهراني وبين يديه جام فالوذج فلقمني لقمة وقال حدثني فليح قال حدثنا الزهري حدثنا أنس بن مالك قال قال رسول اللّه صلى اللّه عليه وسلم, من لقم أخاه لقمة حلواء ولم يكن ذلك من مخافة شره ولا رجاء لخيره صرف اللّه عنه سبعين بلوى في القيامة,. قال الخطيب هذا الحديث منكر جداً وإسناده صحيح وقد كنت أظن الحمل فيه على القفاعي حتى ذكر عبدالغفار ابن عبدالواحد الأموري أن محمد بن جعفر القفاعي مشهور عندهم ثقة قال ومات بعد سنة سبعين وثلاثمائة ولم يدرك الصوفي وإنما يروي عن عبدالرحمن بن أبي حاتم الرازي وأبي بكر بن الأنباري وطبقتهما ثم,,non-authentic,‏كتاب الأطعمة,
478_2,, أخبرنا أبو علي الحسن بن محمد ابن إسماعيل البزار قال سمعت أبا الطيب حدثنا أبا القاسم بن السيوطي الحسين ابن محمد بن إسحق البزار قال سمعت أبا الطيب محمد بن الفرحان الدوري يقول سمعت أحمد بن عبدالجبار الصوفي يقول  دخلت على أبي الربيع الزهري فناولني لقمة فالوذج ثم قال لي كل قال اكتب حدثني فليح بن سليمان عن الزهري عن سالم عن أبيه عن أنس قال قال رسول اللّه صلى اللّه عليه وسلم , من لقم أخاه لقمة حلواء لا يرجو بها خيره ولا يتقي بها شره لا يريد بها إلا اللّه وفاه اللّه مرارة الموقف يوم القيامة قال فبانت لناعلة, الحديث الأول إذ يحمل فيه محمد بن الفرحان فإنه ذاهب الحديث ونرى أن القفاعي عله رواه وسقط اسم محمد بن الفرحان من كتاب شيخنا المقدسي قال وأما الخلاف في الإسناد فغير ممتنع أن يكون من جهة ابن الفرخان وأنه كان يرويه على ما يتفق له ومن جهة ابن السيوط فإنه أيضاً ظاهر التخليط, لا يصح,non-authentic,‏كتاب الأطعمة,
479,(أبو نعيم) حدثنا سليمان ابن أحمد حدقنا محمد بن عبداللّه الحضرمي حدثنا أبو بلال الأشعري حدثنا مجاشع ابن عمرو عن خالد العبدي عن يزيد الرقاشي عن أنس مرفوعاً من لقم أخاه لقمة حلاوة صرف اللّه عنه مرارة الموقف يوم القيامة لا يصح يزيد متروك وخالد يضع.‏,أبو نعيم) حدثنا سليمان ابن أحمد حدقنا محمد بن عبداللّه الحضرمي حدثنا أبو بلال الأشعري حدثنا مجاشع ابن عمرو عن خالد العبدي عن يزيد الرقاشي عن أنس مرفوعاً, من لقم أخاه لقمة حلاوة صرف اللّه عنه مرارة الموقف يوم القيامة, لا يصح يزيد متروك وخالد يضع,,non-authentic,‏كتاب الأطعمة,
480_1,"(ابن شاهين) في الأفراد حدثنا عبدالعزيز بن أحمد بن الفرج الغافقي حدثنا أحمد بن خالد بن يزيد ابن المغيرة حدثنا زكريا بن يحيى حدثنا عبداللّه بن المثنى البصري حدثنا فضالة بن حصين حدثنا محمد بن عمرو عن أبي سلمة عن أبي هريرة مرفوعاً، من أطعم أخاه لقمة حلاوة لم يذق مرارىة الموقف: فضالة متهم وعبداللّه ضعيف وزكريا متروك. (قلت) قال الحافظ ابن حجر في اللسان قد أورد المحب الطبري هذا الحديث في أحكامه وقال هذا غريب يتلقى بالقبول ويعمل به وما روى أن فضالة متهم بالوضع وقال ابن حبان كان راوياً لمحمد بن عمرو قال البخاري في التاريخ الكبير مضطرب الحديث وقال الساجي صدوق فيه ضعف وعنده مناكير. وقال الحاكم والنقاش روى عن محمد بن عمر وعبداللّه بن عمرو مناكير انتهى وأما عبداللّه بن المثنى فإنه ثقة من رجال البخاري وإن تكلم فيه ثم رأيت في كتاب نزهة المذاكرة من طريق عمر بن شبة عن سليمان بن سلمة عن عبدالرحمن بن عبدالسلام الرحبي قال حدثني سعيد بن ضرار عن أنس بن مالك أن النبي صلى اللّه عليه وسلم قال من لقم أخاه المسلم لقمة حلاوة وقاه اللّه مرارة الموقف يوم القيامة قال الذهبي في المغنى سعيد بن عبداللّه ابن ضرار عن أنس بن مالك رضي اللّه عنه قال أبو حاتم ليس بالقوي واللّه أعلم.‏",ابن شاهين) في الأفراد حدثنا عبدالعزيز بن أحمد بن الفرج الغافقي حدثنا أحمد بن خالد بن يزيد ابن المغيرة حدثنا زكريا بن يحيى حدثنا عبداللّه بن المثنى البصري حدثنا فضالة بن حصين حدثنا محمد بن عمرو عن أبي سلمة عن أبي هريرة مرفوعاً, من أطعم أخاه لقمة حلاوة لم يذق مرارىة الموقف,: فضالة متهم وعبداللّه ضعيف وزكريا متروك. (قلت) قال الحافظ ابن حجر في اللسان قد أورد المحب الطبري هذا الحديث في أحكامه وقال هذا غريب يتلقى بالقبول ويعمل به وما روى أن فضالة متهم بالوضع وقال ابن حبان كان راوياً لمحمد بن عمرو قال البخاري في التاريخ الكبير مضطرب الحديث وقال الساجي صدوق فيه ضعف وعنده مناكير. وقال الحاكم والنقاش روى عن محمد بن عمر وعبداللّه بن عمرو مناكير انتهى وأما عبداللّه بن المثنى فإنه ثقة من رجال البخاري وإن تكلم فيه ثم رأيت في كتاب نزهة المذاكرة من طريق عمر بن شبة عن سليمان بن سلمة عن عبدالرحمن بن عبدالسلام الرحبي,,non-authentic,‏كتاب الأطعمة,
480_2,, قال حدثني سعيد بن ضرار عن أنس بن مالك أن النبي صلى اللّه عليه وسلم قال, من لقم أخاه المسلم لقمة حلاوة وقاه اللّه مرارة الموقف يوم القيامة , قال الذهبي في المغنى سعيد بن عبداللّه ابن ضرار عن أنس بن مالك رضي اللّه عنه قال أبو حاتم ليس بالقوي واللّه أعلم.,لا يصح,non-authentic,‏كتاب الأطعمة,
481_1,"(الدارقطني) حدثنا عبدالغافر بن أبي سلمة حدثنا يحيى بن عثمان حدثنا بقية حدثنا يوسف بن كثير عن نوح بن ذكوان عن الحين قال قال رسول اللّه صلى اللّه عليه وسلم إن من السرف أن تأكل كل ما اشتهيت: لا يصح يحيى منكر الحديث وكذا نوح قلت يحيى بريء من عهدته فإن ابن ماجه أخرجه قال حدثنا هشام بن عمار ويحيى بن سعيد عن كثير بن دينار الحمصي قال حدثنا بقية به. وقال الخرائطي في اعتلال القلوب حدثنا علي بن داود القنطري حدثنا محمد بن عبدالعزيز الرملي حدثنا بقية به واللّه أعلم. (أخبرنا) علي بن عبدالواحد الدينوري أنبأنا علي بن عمر القزويني في أماليه أنبأنا أبو جعفر عمر بن محمد الزيات حدثنا عبداللّه بن محمد بن ناجية حدثنا أهر بن جميل حدثنا بزيغ أبو خليل الخصاف عن هشام بن عروة عن أبيه عن عائشة مرفوعاً، أحرموا أنفسكم طيب الطعام وإنما قوي الشيطان أن يجري في العروق به: موضوع آفته بزيغ‏.",الدارقطني) حدثنا عبدالغافر بن أبي سلمة حدثنا يحيى بن عثمان حدثنا بقية حدثنا يوسف بن كثير عن نوح بن ذكوان عن الحين قال قال رسول اللّه صلى اللّه عليه وسلم, إن من السرف أن تأكل كل ما اشتهيت, لا يصح يحيى منكر الحديث وكذا نوح قلت يحيى بريء من عهدته فإن ابن ماجه أخرجه قال حدثنا هشام بن عمار ويحيى بن سعيد عن كثير بن دينار الحمصي قال حدثنا بقية به. وقال الخرائطي في اعتلال القلوب حدثنا علي بن داود القنطري حدثنا محمد بن عبدالعزيز الرملي حدثنا بقية به واللّه أعلم,موضوع,non-authentic,‏كتاب الأطعمة,
481_2,,(أخبرنا) علي بن عبدالواحد الدينوري أنبأنا علي بن عمر القزويني في أماليه أنبأنا أبو جعفر عمر بن محمد الزيات حدثنا عبداللّه بن محمد بن ناجية حدثنا أهر بن جميل حدثنا بزيغ أبو خليل الخصاف عن هشام بن عروة عن أبيه عن عائشة مرفوعاً, أحرموا أنفسكم طيب الطعام وإنما قوي الشيطان أن يجري في العروق به, موضوع آفته بزيغ,,non-authentic,‏كتاب الأطعمة,
482_1,"(ابن عدي) حدثنا جعفر بن أحمد بن علي بن بيان حدثنا يوسف بن يعقوب بن سالم حدثنا هشام بن الحكم حدثنا جعفر بن محمد حدثني أبي عن أبيه عن الحسين عن علي وجابر ابن عبداللّه مرفوعاً، إن اللّه تعالى خلق آدم من طين فحرم أكل الطين على ذريته قال جعفر وحدثنا عثمان بن عيسى الطباع حدثنا طلحة بن زيد عن زرارة بن أعين عن جابر الجعفي عن محمد بن علي عن جابر مرفوعاً ، أكل الطين يورث النفاق هذان من وضع جعفر‏","ابن عدي) حدثنا جعفر بن أحمد بن علي بن بيان حدثنا يوسف بن يعقوب بن سالم حدثنا هشام بن الحكم حدثنا جعفر بن محمد حدثني أبي عن أبيه عن الحسين عن علي وجابر ابن عبداللّه مرفوعاً،", إن اللّه تعالى خلق آدم من طين فحرم أكل الطين على ذريته ,,,non-authentic,‏كتاب الأطعمة,
482_2,, قال جعفر وحدثنا عثمان بن عيسى الطباع حدثنا طلحة بن زيد عن زرارة بن أعين عن جابر الجعفي عن محمد بن علي عن جابر مرفوعاً , أكل الطين يورث النفاق, هذان من وضع جعفر,,non-authentic,‏كتاب الأطعمة,
483,(الطبراني) حدثنا محمد بن نوح الجند يسابوري حدثنا يحيى بن يزيد الأهوازي حدثنا محمد بن الزربقان أبو همام حدثنا سليمان التيمي عن أبي عثمان عن سلمة مرفوعاً من أكل الطين فإنما أعان على قتل نفسه قال الدارقطني تفرد به يحيى قال المؤلف وهو كالمجهول. (قلت) قال في اللسان ذكره ابن حبان في الثقات واللّه أعلم.‏,الطبراني) حدثنا محمد بن نوح الجند يسابوري حدثنا يحيى بن يزيد الأهوازي حدثنا محمد بن الزربقان أبو همام حدثنا سليمان التيمي عن أبي عثمان عن سلمة مرفوعاً, من أكل الطين فإنما أعان على قتل نفسه, قال الدارقطني تفرد به يحيى قال المؤلف وهو كالمجهول. (قلت) قال في اللسان ذكره ابن حبان في الثقات واللّه أعلم,,non-authentic,‏كتاب الأطعمة,
484,(ابن عدي) حدثنا الحسين بن معشر حدثنا المسيب بن واضح حدثنا بقية عن عبدالملك بن مهران عن سهيل بن أبي صالح عن أبيه عن أبي هريرة مرفوعاً من أكل الطين فكأنما أعان على قتل نفسه: عبدالملك مجهول. (قلت) قال في اللسان ذكره ابن حبان في الثقات وقال يعتبر حديثه من غير رواية سهل بن عبداللّه المروزي عنه والحديث أخرجه ابن السني وأبو نعيم في الطب والبهيقي في سننه واللّه أعلم.‏,ابن عدي) حدثنا الحسين بن معشر حدثنا المسيب بن واضح حدثنا بقية عن عبدالملك بن مهران عن سهيل بن أبي صالح عن أبيه عن أبي هريرة مرفوعاً , من أكل الطين فكأنما أعان على قتل نفسه, عبدالملك مجهول. (قلت) قال في اللسان ذكره ابن حبان في الثقات وقال يعتبر حديثه من غير رواية سهل بن عبداللّه المروزي عنه والحديث أخرجه ابن السني وأبو نعيم في الطب والبهيقي في سننه واللّه أعلم, ليس له أصل,non-authentic,‏كتاب الأطعمة,
485,(العقيلي) حدثنا محمد بن عبداللّه بن سليمان الحضرمي حدثنا جعفر بن حفص بن عمر الحلواني حدثنا مروان بن معاوية عن سهل بن عبداللّه المروزي عن عبدالملك بن مهران عن ذكوان بن سهيل عن أبي هريرة مرفوعاً من ولع بأكل الطين فكأنما أعان على قتل نفسه. قال العقيلي ليس له أصل وقال أبو حاتم الرازي سهل وعبدالملك مجهولان والحديث باطل. (قلت) وكذا قال الخطيب بعد أن أخرجه غريب من حديث ذكوان السمان لا أعلم رواه إلا سهل عن عبدالملك وهما جميعاً مجهولان. وقال العقيلي عبدالملك صاحب مناكير غلب على حديثه الوهم لا يفهم شيئاً من الحديث ومر قول ابن حبان فيه واللّه أعلم‏,العقيلي) حدثنا محمد بن عبداللّه بن سليمان الحضرمي حدثنا جعفر بن حفص بن عمر الحلواني حدثنا مروان بن معاوية عن سهل بن عبداللّه المروزي عن عبدالملك بن مهران عن ذكوان بن سهيل عن أبي هريرة مرفوعاً ,من ولع بأكل الطين فكأنما أعان على قتل نفسه, قال العقيلي ليس له أصل وقال أبو حاتم الرازي سهل وعبدالملك مجهولان والحديث باطل. (قلت) وكذا قال الخطيب بعد أن أخرجه غريب من حديث ذكوان السمان لا أعلم رواه إلا سهل عن عبدالملك وهما جميعاً مجهولان. وقال العقيلي عبدالملك صاحب مناكير غلب على حديثه الوهم لا يفهم شيئاً من الحديث ومر قول ابن حبان فيه واللّه أعلم,,non-authentic,‏كتاب الأطعمة,
486_1,(ابن عدي) حدثنا أحمد بن عبداللّه بن سالم الباجداني حدثنا أبو شهاب عبدالقدوس بن عبدالقاهر الباجدائي حدثنا علي بن عاصم عن حميد عن أنس مرفوعاً من أكل من الطين وقية فقد أكل من لحم الخنزير وقية ولا يبالي اللّه تعالى على مامات يهودي أو نصراني وبه مرفوعاً من أكل الطين واغتسل به فقد أكل لحم أبيه واغتسل بدمه. قال ابن عدي هذان باطلان والبلاء من علي بن عاصم. (قلت) قال في الميزان حاشا علي بن عاصم أن يحدث بهما فإني أقطع أنه ما حدث بهما والعجب من ابن عدي مع حفظه كيف خفي عليه مثل هذا فإن هذين من وضع عبدالقدوس له أكاذيب وضعها على علي بن عاصم برئت من ذلك ومن شر هذا الحديث واللّه أعلم.‏,ابن عدي) حدثنا أحمد بن عبداللّه بن سالم الباجداني حدثنا أبو شهاب عبدالقدوس بن عبدالقاهر الباجدائي حدثنا علي بن عاصم عن حميد عن أنس مرفوعاً ,من أكل من الطين وقية فقد أكل من لحم الخنزير وقية ولا يبالي اللّه تعالى على مامات يهودي أو نصراني, وبه مرفوعاً ,,non-authentic,‏كتاب الأطعمة,
486_2,,, من أكل الطين واغتسل به فقد أكل لحم أبيه واغتسل بدمه,. قال ابن عدي هذان باطلان والبلاء من علي بن عاصم. (قلت) قال في الميزان حاشا علي بن عاصم أن يحدث بهما فإني أقطع أنه ما حدث بهما والعجب من ابن عدي مع حفظه كيف خفي عليه مثل هذا فإن هذين من وضع عبدالقدوس له أكاذيب وضعها على علي بن عاصم برئت من ذلك ومن شر هذا الحديث واللّه أعلم.‏,باطل,non-authentic,‏كتاب الأطعمة,
487_1,"(ابن عدي) حدثنا خالد بن غسان بن مالك حدثنا أبي حدثنا حماد بن سلمة عن ثابت عن أنس مرفوعاً، أكل الطين حرام على كل مسلم فمن مات وفي قلبه مثقال ذرة من طين كبه اللّه على وجهه في النار قال ابن عدي باطل آفته خالد. (قلت) أخرجه القاسم بن منده في جزء أكل الطين من هذا الطريق ثم قال رواه أبو عقيل حبيب بن عبداللّه بن صالح الليسي عن غسان بن مالك السلمي وقال الديلمي أنبأنا ابن همام أنبأنا أبو نصر محمد بن محمد بن أحمد بن عبداللّه بن صالح أنبأنا أبو بكر محمد بن أحمد بن عبداللّه بن ماشاذة أنبأنا أبو الشيخ أنبأنا الفضل بن الحباب عن القعنبي عن مالك عن نافع عن ابن عمر ، رفعه من مات وفي قلبه مثقال من طين كبه اللّه في النار واللّه أعلم.‏","ابن عدي) حدثنا خالد بن غسان بن مالك حدثنا أبي حدثنا حماد بن سلمة عن ثابت عن أنس مرفوعاً،", أكل الطين حرام على كل مسلم فمن مات وفي قلبه مثقال ذرة من طين كبه اللّه على وجهه في النار , قال ابن عدي باطل آفته خالد. (قلت) أخرجه القاسم بن منده في جزء أكل الطين من هذا الطريق ثم قال رواه,,non-authentic,‏كتاب الأطعمة,
487_2,‏ ," أبو عقيل حبيب بن عبداللّه بن صالح الليسي عن غسان بن مالك السلمي وقال الديلمي أنبأنا ابن همام أنبأنا أبو نصر محمد بن محمد بن أحمد بن عبداللّه بن صالح أنبأنا أبو بكر محمد بن أحمد بن عبداللّه بن ماشاذة أنبأنا أبو الشيخ أنبأنا الفضل بن الحباب عن القعنبي عن مالك عن نافع عن ابن عمر ، رفعه ", من مات وفي قلبه مثقال من طين كبه اللّه في النار,واللّه أعلم,,non-authentic,‏كتاب الأطعمة,
488_1,"(محمد بن عكاشة ) عن سلمة الحراني عن حصيف عن مجاهد عن ابن عباس مرفوعاً ، أقسم ربكم عز وجل ليعذبن آكل الطين كعذاب شارب الخمر : ابن عكاشة يضع. (أخبرنا) محمد بن ناصر أنبأنا المبارك بن عبدالجباد أنبنا الحسن بن علي الجوهري أنبأنا أبو عمر بن حيوة أنبأنا أبو عبداللّه محمد بن مخلد حدثنا عاصم بن زمزم البلخي حدثنا صالح بن محمد الترمذي حدثنا مقاتل بن الفضل اليماني عن مجاهد عن ابن عباس مرفوعاً ألا من أكل الطين حاسبه اللّه على قدر مانقص من لونه وقوته ألا من أكل الطين حشا اللّه تعالى بطنه يوم القيامة نارا على قدر ماأكل من الطين عاصم ومقاتل مجهولان وصالح لا يحل كتب حديثه. (قلت) أورده في الميزان في ترجمة صالح وقال إنه من بلاياه وإنه دجال من الدجاجلة وأورده ابن أبي حاتم في ترجمة مقاتل وقال حديثه يدل على أنه ليس بصدوق وهذا الحديث أخرجه أبو القاسم ابن مندة في جزء أكل الطين من طريق عاصم بن زمزم به واللّه أعلم. (وبه) إلى أبي عبداللّه بن مخلد حدثنا حمدون بن عباد الفرغاني حدثنا يحيى بن هاشم حدثنا هشام بن عروة عن أبيه عن عائشة قالت قال رسول اللّه صلى اللّه عليه وسلم يا حميراء لا تأكلي الطين فإنه يعظم البطن ويصفر اللون ويذهب بهاء الوجه: يحيى دجال. (قلت) أخرجه أبو القاسم بن منده في جزء أكل الطين أنبأنا علي بن أحمد المديني أنبأنا أحمد بن محمد بن زفر حدثنا عبداللّه بن محمد بن الحسين بن أسيد حدثنا إسماعيل بن أحمد حدثنا أحمد بن صالح حدثنا يحيى بن هاشم الكوفي به وأخرجه أبو بكر الطريثيثي في جزء أكل الطين من طريق عمر بن وهب العتكي عن هشام بن عروة به وقال ابن عساكر أنبأنا سليمان بن سلمة الجنابري حدثنا بقية عن محمد بن سوار عن أبي عمرو عن عائشة مرفوعاً إياك يا حميراء وأكل الطين فإنه يعظم البطن ويعين على القتل قال ابن عساكر هذا حديث منكر واللّه أعلم.‏",محمد بن عكاشة ) عن سلمة الحراني عن حصيف عن مجاهد عن ابن عباس مرفوعاً ,"، أقسم ربكم عز وجل ليعذبن آكل الطين كعذاب شارب الخمر ", ابن عكاشة يضع.,,non-authentic,‏كتاب الأطعمة,
488_2,,(أخبرنا) محمد بن ناصر أنبأنا المبارك بن عبدالجباد أنبنا الحسن بن علي الجوهري أنبأنا أبو عمر بن حيوة أنبأنا أبو عبداللّه محمد بن مخلد حدثنا عاصم بن زمزم البلخي حدثنا صالح بن محمد الترمذي حدثنا مقاتل بن الفضل اليماني عن مجاهد عن ابن عباس مرفوعاً , ألا من أكل الطين حاسبه اللّه على قدر مانقص من لونه وقوته ألا من أكل الطين حشا اللّه تعالى بطنه يوم القيامة نارا على قدر ماأكل من الطين , عاصم ومقاتل مجهولان وصالح لا يحل كتب حديثه. (قلت) أورده في الميزان في ترجمة صالح وقال إنه من بلاياه وإنه دجال من الدجاجلة وأورده ابن أبي حاتم في ترجمة مقاتل وقال حديثه يدل على أنه ليس بصدوق وهذا الحديث أخرجه أبو القاسم ابن مندة في جزء أكل الطين من طريق عاصم بن زمزم به واللّه أعلم. (وبه) إلى,,non-authentic,‏كتاب الأطعمة,
488_3,, أبي عبداللّه بن مخلد حدثنا حمدون بن عباد الفرغاني حدثنا يحيى بن هاشم حدثنا هشام بن عروة عن أبيه عن عائشة قالت قال رسول اللّه صلى اللّه عليه وسلم, يا حميراء لا تأكلي الطين فإنه يعظم البطن ويصفر اللون ويذهب بهاء الوجه, يحيى دجال. (قلت) أخرجه أبو القاسم بن منده في جزء أكل الطين,,non-authentic,‏كتاب الأطعمة,
488_4,, أنبأنا علي بن أحمد المديني أنبأنا أحمد بن محمد بن زفر حدثنا عبداللّه بن محمد بن الحسين بن أسيد حدثنا إسماعيل بن أحمد حدثنا أحمد بن صالح حدثنا يحيى بن هاشم الكوفي,, به وأخرجه أبو بكر الطريثيثي في جزء أكل الطين من طريق عمر بن وهب العتكي عن هشام بن عروة به,,non-authentic,‏كتاب الأطعمة,
488_5,, وقال ابن عساكر أنبأنا سليمان بن سلمة الجنابري حدثنا بقية عن محمد بن سوار عن أبي عمرو عن عائشة مرفوعاً, إياك يا حميراء وأكل الطين فإنه يعظم البطن ويعين على القتل, قال ابن عساكر هذا حديث منكر واللّه أعلم,,non-authentic,‏كتاب الأطعمة,
